"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Mar 05 01:38:49 EET 2021","Fri Mar 05 01:38:49 EET 2021","715","","SoftUni.Test","","SoftUni.Test","","OpenHomePage",""
